Domain,Pairs,pairwise.r
abstract,UR,0.108
abstract,UR,0.43
abstract,UR,-0.179
abstract,UR,0.22
abstract,UR,0.187
abstract,UR,0.524
abstract,UR,0.034
abstract,UR,0.487
abstract,UR,0.306
abstract,UR,0.341
abstract,UR,0.312
abstract,UR,0.475
abstract,UR,0.602
abstract,UR,0.405
abstract,UR,-0.244
abstract,UR,0.205
abstract,UR,0.357
abstract,UR,0.598
abstract,UR,0.168
abstract,UR,0.155
abstract,UR,0.34
abstract,UR,0.221
abstract,UR,-0.159
abstract,UR,0.166
abstract,UR,0.173
abstract,UR,-0.02
abstract,UR,0.31
abstract,UR,0.07
abstract,UR,0.189
abstract,UR,0.293
abstract,UR,0.577
abstract,UR,0.121
abstract,UR,-0.144
abstract,UR,0.156
abstract,UR,0.616
abstract,UR,0.495
abstract,UR,0.336
abstract,UR,0.348
abstract,UR,0.451
abstract,UR,0.542
abstract,UR,0.23
abstract,UR,0.452
abstract,UR,0.023
abstract,UR,0.252
abstract,UR,0.102
abstract,UR,0.613
abstract,UR,-0.002
abstract,UR,0.49
abstract,UR,0.43
abstract,UR,0.128
abstract,UR,0.608
abstract,UR,0.244
abstract,UR,0.35
abstract,UR,0.534
abstract,UR,0.219
abstract,UR,0.3
abstract,UR,0.526
abstract,UR,0.114
abstract,UR,0.398
abstract,UR,0.314
abstract,UR,0.49
abstract,UR,0.235
abstract,UR,0.082
abstract,UR,0.36
abstract,UR,0.582
abstract,UR,0.578
abstract,UR,0.176
abstract,UR,0.353
abstract,UR,-0.146
abstract,UR,0.453
abstract,UR,0.331
abstract,UR,-0.385
abstract,UR,0.381
abstract,UR,0.147
abstract,UR,0.152
abstract,UR,0.285
abstract,UR,0.305
abstract,UR,-0.146
abstract,UR,0.182
abstract,UR,0.074
abstract,UR,-0.002
abstract,UR,0.199
abstract,UR,0.208
abstract,UR,0.389
abstract,UR,0.129
abstract,UR,0.521
abstract,UR,0.3
abstract,UR,0.572
abstract,UR,0.352
abstract,UR,0.261
abstract,UR,0.148
abstract,UR,-0.171
abstract,UR,0.252
abstract,UR,0.216
abstract,UR,0.216
abstract,UR,0.49
abstract,UR,0.403
abstract,UR,0.516
abstract,UR,0.221
abstract,UR,0.267
abstract,UR,0.235
abstract,UR,0.519
abstract,UR,0.57
abstract,UR,-0.136
abstract,UR,0
abstract,UR,0.233
abstract,UR,0.303
abstract,UR,0.145
abstract,UR,0.386
abstract,UR,-0.032
abstract,UR,0.392
abstract,UR,0.467
abstract,UR,0.16
abstract,UR,0.265
abstract,UR,0.223
abstract,UR,0.446
abstract,UR,0.396
abstract,UR,0.235
abstract,UR,-0.233
abstract,UR,0.383
abstract,UR,0.53
abstract,UR,0.259
abstract,UR,0.273
abstract,UR,0.495
abstract,UR,0.563
abstract,UR,0.389
abstract,UR,0.125
abstract,UR,0.622
abstract,UR,0.609
abstract,UR,-0.098
abstract,UR,0.259
abstract,UR,0.623
abstract,UR,0.288
abstract,UR,0.002
abstract,UR,0.047
abstract,UR,-0.058
abstract,UR,-0.022
abstract,UR,0.457
abstract,UR,0.187
abstract,UR,0.35
abstract,UR,0.472
abstract,UR,0.189
abstract,UR,0.396
abstract,UR,0.299
abstract,UR,0.187
abstract,UR,-0.204
abstract,UR,0.482
abstract,UR,0.1
abstract,UR,0.436
abstract,UR,0.399
abstract,UR,0.128
abstract,UR,0.2
abstract,UR,-0.161
abstract,UR,0.094
abstract,UR,0.22
abstract,UR,0.247
abstract,UR,0.306
abstract,UR,0.293
abstract,UR,0.317
abstract,UR,-0.148
abstract,UR,0.579
abstract,UR,0.299
abstract,UR,0.426
abstract,UR,0.351
abstract,UR,0.455
abstract,UR,0.291
abstract,UR,-0.047
abstract,UR,0.586
abstract,UR,0.557
abstract,UR,0.302
abstract,UR,0.504
abstract,UR,0.078
abstract,UR,0.205
abstract,UR,0.131
abstract,UR,0.234
abstract,UR,-0.059
abstract,UR,0.331
abstract,UR,0.517
abstract,UR,0.462
abstract,UR,0.44
abstract,UR,0.245
abstract,UR,0.051
abstract,UR,0.64
abstract,UR,0.135
abstract,UR,0.23
abstract,UR,0.149
abstract,UR,0.359
abstract,UR,0.479
abstract,UR,0.637
abstract,UR,0.162
abstract,UR,0.238
abstract,UR,0.575
abstract,UR,0.042
abstract,UR,0.292
abstract,UR,0.267
abstract,UR,0.135
abstract,UR,0.125
abstract,UR,0.081
abstract,UR,0.348
abstract,UR,0.511
abstract,UR,0.378
abstract,UR,-0.248
abstract,UR,0.487
abstract,UR,0.519
abstract,UR,0.357
abstract,UR,0.177
abstract,UR,0.109
abstract,UR,0.356
abstract,UR,0.058
abstract,UR,0.149
abstract,UR,0.475
abstract,UR,0.01
abstract,UR,0.18
abstract,UR,0.388
abstract,UR,0.499
abstract,UR,0.243
abstract,UR,0.535
abstract,UR,0.351
abstract,UR,0.336
abstract,UR,0.399
abstract,UR,0.134
abstract,UR,0.699
abstract,UR,-0.032
abstract,UR,0.127
abstract,UR,0.333
abstract,UR,0.162
abstract,UR,0.092
abstract,UR,0.223
abstract,UR,0.183
abstract,UR,0.35
abstract,UR,0.606
abstract,UR,0.097
abstract,UR,-0.06
abstract,UR,0.696
abstract,UR,0.039
abstract,UR,0.594
abstract,UR,0.697
abstract,UR,0.814
abstract,UR,0.271
abstract,UR,-0.029
abstract,UR,0.35
abstract,UR,0.205
abstract,UR,0.251
abstract,UR,-0.006
abstract,UR,-0.01
abstract,UR,0.327
abstract,UR,0.322
abstract,UR,0.199
abstract,UR,0.322
abstract,UR,-0.075
abstract,UR,0.482
abstract,UR,0.174
abstract,UR,-0.055
abstract,UR,0.37
abstract,UR,0.533
abstract,UR,0.427
abstract,UR,0.51
abstract,UR,0.009
abstract,UR,0.608
abstract,UR,0.359
abstract,UR,0.242
abstract,UR,0.577
abstract,UR,0.361
abstract,UR,0.42
abstract,UR,0.304
abstract,UR,0.334
abstract,UR,0.443
abstract,UR,0.162
abstract,UR,0.477
abstract,UR,0.183
abstract,UR,-0.066
abstract,UR,0.229
abstract,UR,0.169
abstract,UR,0.111
abstract,UR,0.264
abstract,UR,0.243
abstract,UR,0.753
abstract,UR,0.466
abstract,UR,0.277
abstract,UR,0.432
abstract,UR,0.54
abstract,UR,-0.159
abstract,UR,0.046
abstract,UR,0.335
abstract,UR,0.169
abstract,UR,0.298
abstract,UR,0.481
abstract,UR,0.457
abstract,UR,0.285
abstract,UR,0.446
abstract,UR,0.105
abstract,UR,0.233
abstract,UR,0.501
abstract,UR,0.15
abstract,UR,0.046
abstract,UR,0.193
abstract,UR,0.536
abstract,UR,0.146
abstract,UR,-0.052
abstract,UR,-0.095
abstract,UR,0.252
abstract,UR,0.642
